path,label_original,resolution,height,width,class,category,type,label,abs_path,max_live_sim,paired_live_path
Data-train/21612.png,0_0_0,522x522,522,522,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21612.png,,
Data-train/21613.png,0_0_0,630x630,630,630,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21613.png,,
Data-train/21615.png,0_0_0,1433x1433,1433,1433,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21615.png,,
Data-train/21616.png,0_0_0,586x586,586,586,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21616.png,,
Data-train/21617.png,0_0_0,248x248,248,248,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21617.png,,
Data-train/21618.png,0_0_0,497x497,497,497,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21618.png,,
Data-train/21619.png,0_0_0,1190x1190,1190,1190,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21619.png,,
Data-train/21620.png,0_0_0,291x291,291,291,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21620.png,,
Data-train/21621.png,0_0_0,612x612,612,612,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21621.png,,
Data-train/21622.png,0_0_0,696x696,696,696,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21622.png,,
Data-train/21623.png,0_0_0,634x634,634,634,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21623.png,,
Data-train/21624.png,0_0_0,198x198,198,198,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21624.png,,
Data-train/21625.png,0_0_0,1233x1233,1233,1233,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21625.png,,
Data-train/21626.png,0_0_0,502x502,502,502,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21626.png,,
Data-train/21627.png,0_0_0,802x802,802,802,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21627.png,,
Data-train/21628.png,0_0_0,565x565,565,565,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21628.png,,
Data-train/21629.png,0_0_0,644x644,644,644,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21629.png,,
Data-train/21630.png,0_0_0,1241x1241,1241,1241,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21630.png,,
Data-train/21631.png,0_0_0,696x696,696,696,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21631.png,,
Data-train/21632.png,0_0_0,1024x1024,1024,1024,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21632.png,,
Data-train/21633.png,0_0_0,650x650,650,650,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21633.png,,
Data-train/21635.png,0_0_0,612x612,612,612,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21635.png,,
Data-train/21636.png,0_0_0,266x266,266,266,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21636.png,,
Data-train/21637.png,0_0_0,512x512,512,512,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21637.png,,
Data-train/21638.png,0_0_0,678x678,678,678,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21638.png,,
Data-train/21639.png,0_0_0,520x520,520,520,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21639.png,,
Data-train/21640.png,0_0_0,268x268,268,268,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21640.png,,
Data-train/21641.png,0_0_0,614x614,614,614,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21641.png,,
Data-train/21642.png,0_0_0,489x489,489,489,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21642.png,,
Data-train/21643.png,0_0_0,471x471,471,471,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21643.png,,
Data-train/21644.png,0_0_0,171x171,171,171,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21644.png,,
Data-train/21645.png,0_0_0,649x649,649,649,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21645.png,,
Data-train/21646.png,0_0_0,673x673,673,673,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21646.png,,
Data-train/21647.png,0_0_0,600x600,600,600,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21647.png,,
Data-train/21648.png,0_0_0,244x244,244,244,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21648.png,,
Data-train/21649.png,0_0_0,435x435,435,435,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21649.png,,
Data-train/21650.png,0_0_0,505x505,505,505,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21650.png,,
Data-train/21651.png,0_0_0,251x251,251,251,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21651.png,,
Data-train/21652.png,0_0_0,199x199,199,199,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21652.png,,
Data-train/21653.png,0_0_0,637x637,637,637,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21653.png,,
Data-train/21654.png,0_0_0,626x626,626,626,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21654.png,,
Data-train/21655.png,0_0_0,611x611,611,611,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21655.png,,
Data-train/21656.png,0_0_0,647x647,647,647,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21656.png,,
Data-train/21657.png,0_0_0,763x763,763,763,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21657.png,,
Data-train/21658.png,0_0_0,543x543,543,543,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21658.png,,
Data-train/21659.png,0_0_0,542x542,542,542,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21659.png,,
Data-train/21660.png,0_0_0,433x433,433,433,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21660.png,,
Data-train/21661.png,0_0_0,510x510,510,510,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21661.png,,
Data-train/21662.png,0_0_0,315x315,315,315,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21662.png,,
Data-train/21663.png,0_0_0,171x171,171,171,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21663.png,,
Data-train/21664.png,0_0_0,662x662,662,662,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21664.png,,
Data-train/21665.png,0_0_0,714x714,714,714,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21665.png,,
Data-train/21666.png,0_0_0,354x354,354,354,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21666.png,,
Data-train/21667.png,0_0_0,633x633,633,633,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21667.png,,
Data-train/21670.png,0_0_0,1152x1152,1152,1152,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21670.png,,
Data-train/21671.png,0_0_0,356x356,356,356,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21671.png,,
Data-train/21672.png,0_0_0,328x328,328,328,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21672.png,,
Data-train/21673.png,0_0_0,472x472,472,472,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21673.png,,
Data-train/21674.png,0_0_0,200x200,200,200,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21674.png,,
Data-train/21675.png,0_0_0,347x347,347,347,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21675.png,,
Data-train/21677.png,0_0_0,589x589,589,589,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21677.png,,
Data-train/21678.png,0_0_0,470x470,470,470,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21678.png,,
Data-train/21679.png,0_0_0,590x590,590,590,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21679.png,,
Data-train/21680.png,0_0_0,1088x1088,1088,1088,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21680.png,,
Data-train/21681.png,0_0_0,638x638,638,638,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21681.png,,
Data-train/21683.png,0_0_0,486x486,486,486,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21683.png,,
Data-train/21684.png,0_0_0,514x514,514,514,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21684.png,,
Data-train/21685.png,0_0_0,284x284,284,284,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21685.png,,
Data-train/21686.png,0_0_0,633x633,633,633,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21686.png,,
Data-train/21687.png,0_0_0,493x493,493,493,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21687.png,,
Data-train/21688.png,0_0_0,591x591,591,591,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21688.png,,
Data-train/21689.png,0_0_0,678x678,678,678,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21689.png,,
Data-train/21690.png,0_0_0,986x986,986,986,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21690.png,,
Data-train/21691.png,0_0_0,986x986,986,986,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21691.png,,
Data-train/21692.png,0_0_0,414x414,414,414,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21692.png,,
Data-train/21693.png,0_0_0,406x406,406,406,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21693.png,,
Data-train/21694.png,0_0_0,649x649,649,649,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21694.png,,
Data-train/21695.png,0_0_0,205x205,205,205,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21695.png,,
Data-train/21696.png,0_0_0,1068x1068,1068,1068,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21696.png,,
Data-train/21697.png,0_0_0,465x465,465,465,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21697.png,,
Data-train/21698.png,0_0_0,475x475,475,475,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21698.png,,
Data-train/21699.png,0_0_0,1080x1080,1080,1080,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21699.png,,
Data-train/21700.png,0_0_0,490x490,490,490,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21700.png,,
Data-train/21702.png,0_0_0,644x644,644,644,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21702.png,,
Data-train/21703.png,0_0_0,700x700,700,700,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21703.png,,
Data-train/21705.png,0_0_0,166x166,166,166,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21705.png,,
Data-train/21706.png,0_0_0,618x618,618,618,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21706.png,,
Data-train/21707.png,0_0_0,195x195,195,195,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21707.png,,
Data-train/21708.png,0_0_0,816x816,816,816,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21708.png,,
Data-train/21709.png,0_0_0,480x480,480,480,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21709.png,,
Data-train/21710.png,0_0_0,720x720,720,720,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21710.png,,
Data-train/21714.png,0_0_0,753x753,753,753,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21714.png,,
Data-train/21715.png,0_0_0,293x293,293,293,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21715.png,,
Data-train/21716.png,0_0_0,714x714,714,714,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21716.png,,
Data-train/21717.png,0_0_0,368x368,368,368,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21717.png,,
Data-train/21718.png,0_0_0,214x214,214,214,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21718.png,,
Data-train/21719.png,0_0_0,654x654,654,654,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21719.png,,
Data-train/21720.png,0_0_0,470x470,470,470,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21720.png,,
Data-train/21722.png,0_0_0,651x651,651,651,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21722.png,,
Data-train/21723.png,0_0_0,620x620,620,620,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21723.png,,
Data-train/21724.png,0_0_0,698x698,698,698,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21724.png,,
Data-train/21725.png,0_0_0,311x311,311,311,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21725.png,,
Data-train/21726.png,0_0_0,307x307,307,307,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21726.png,,
Data-train/21728.png,0_0_0,395x395,395,395,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21728.png,,
Data-train/21729.png,0_0_0,343x343,343,343,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21729.png,,
Data-train/21730.png,0_0_0,597x597,597,597,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21730.png,,
Data-train/21731.png,0_0_0,386x386,386,386,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21731.png,,
Data-train/21732.png,0_0_0,559x559,559,559,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21732.png,,
Data-train/21733.png,0_0_0,350x350,350,350,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21733.png,,
Data-train/21734.png,0_0_0,1303x1303,1303,1303,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21734.png,,
Data-train/21736.png,0_0_0,249x249,249,249,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21736.png,,
Data-train/21737.png,0_0_0,463x463,463,463,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21737.png,,
Data-train/21738.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21738.png,,
Data-train/21739.png,0_0_0,787x787,787,787,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21739.png,,
Data-train/21740.png,0_0_0,260x260,260,260,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21740.png,,
Data-train/21741.png,0_0_0,767x767,767,767,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21741.png,,
Data-train/21742.png,0_0_0,514x514,514,514,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21742.png,,
Data-train/21743.png,0_0_0,450x450,450,450,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21743.png,,
Data-train/21744.png,0_0_0,190x190,190,190,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21744.png,,
Data-train/21745.png,0_0_0,496x496,496,496,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21745.png,,
Data-train/21746.png,0_0_0,191x191,191,191,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21746.png,,
Data-train/21747.png,0_0_0,647x647,647,647,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21747.png,,
Data-train/21748.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21748.png,,
Data-train/21749.png,0_0_0,228x228,228,228,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21749.png,,
Data-train/21750.png,0_0_0,582x582,582,582,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21750.png,,
Data-train/21751.png,0_0_0,459x459,459,459,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21751.png,,
Data-train/21752.png,0_0_0,517x517,517,517,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21752.png,,
Data-train/21753.png,0_0_0,610x610,610,610,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21753.png,,
Data-train/21755.png,0_0_0,296x296,296,296,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21755.png,,
Data-train/21756.png,0_0_0,413x413,413,413,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21756.png,,
Data-train/21758.png,0_0_0,1299x1299,1299,1299,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21758.png,,
Data-train/21759.png,0_0_0,159x159,159,159,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21759.png,,
Data-train/21760.png,0_0_0,673x673,673,673,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21760.png,,
Data-train/21761.png,0_0_0,458x458,458,458,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21761.png,,
Data-train/21763.png,0_0_0,664x664,664,664,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21763.png,,
Data-train/21764.png,0_0_0,653x653,653,653,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21764.png,,
Data-train/21765.png,0_0_0,171x171,171,171,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21765.png,,
Data-train/21766.png,0_0_0,646x646,646,646,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21766.png,,
Data-train/21767.png,0_0_0,262x262,262,262,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21767.png,,
Data-train/21768.png,0_0_0,475x475,475,475,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21768.png,,
Data-train/21769.png,0_0_0,1276x1276,1276,1276,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21769.png,,
Data-train/21770.png,0_0_0,236x236,236,236,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21770.png,,
Data-train/21771.png,0_0_0,355x355,355,355,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21771.png,,
Data-train/21772.png,0_0_0,511x511,511,511,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21772.png,,
Data-train/21773.png,0_0_0,892x892,892,892,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21773.png,,
Data-train/21774.png,0_0_0,743x743,743,743,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21774.png,,
Data-train/21776.png,0_0_0,329x329,329,329,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21776.png,,
Data-train/21777.png,0_0_0,702x702,702,702,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21777.png,,
Data-train/21778.png,0_0_0,567x567,567,567,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21778.png,,
Data-train/21779.png,0_0_0,317x317,317,317,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21779.png,,
Data-train/21780.png,0_0_0,485x485,485,485,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21780.png,,
Data-train/21781.png,0_0_0,1332x1332,1332,1332,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21781.png,,
Data-train/21782.png,0_0_0,571x571,571,571,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21782.png,,
Data-train/21783.png,0_0_0,664x664,664,664,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21783.png,,
Data-train/21784.png,0_0_0,275x275,275,275,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21784.png,,
Data-train/21785.png,0_0_0,461x461,461,461,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21785.png,,
