path,label_original,resolution,height,width,class,category,type,label,abs_path,max_live_sim,paired_live_path,x1,y1,x2,y2
Data-train/21552.png,0_0_0,591x591,591,591,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21552.png,,,115,58,481,527
Data-train/21553.png,0_0_0,424x424,424,424,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21553.png,,,89,7,352,384
Data-train/21554.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21554.png,,,42,28,179,190
Data-train/21555.png,0_0_0,430x430,430,430,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21555.png,,,48,35,363,389
Data-train/21556.png,0_0_0,271x271,271,271,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21556.png,,,54,29,232,237
Data-train/21557.png,0_0_0,1218x1218,1218,1218,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21557.png,,,184,116,999,1097
Data-train/21558.png,0_0_0,245x245,245,245,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21558.png,,,37,19,207,226
Data-train/21559.png,0_0_0,598x598,598,598,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21559.png,,,131,28,560,567
Data-train/21560.png,0_0_0,698x698,698,698,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21560.png,,,117,60,569,625
Data-train/21561.png,0_0_0,345x345,345,345,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21561.png,,,57,44,276,295
Data-train/21562.png,0_0_0,323x323,323,323,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21562.png,,,43,9,275,296
Data-train/21563.png,0_0_0,627x627,627,627,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21563.png,,,90,59,521,568
Data-train/21564.png,0_0_0,197x197,197,197,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21564.png,,,30,12,166,180
Data-train/21565.png,0_0_0,735x735,735,735,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21565.png,,,147,30,622,681
Data-train/21567.png,0_0_0,436x436,436,436,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21567.png,,,92,50,362,388
Data-train/21568.png,0_0_0,249x249,249,249,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21568.png,,,43,0,211,212
Data-train/21569.png,0_0_0,494x494,494,494,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21569.png,,,98,58,408,448
Data-train/21570.png,0_0_0,375x375,375,375,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21570.png,,,72,10,304,302
Data-train/21571.png,0_0_0,437x437,437,437,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21571.png,,,48,21,378,415
Data-train/21572.png,0_0_0,981x981,981,981,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21572.png,,,76,84,700,894
Data-train/21573.png,0_0_0,189x189,189,189,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21573.png,,,41,25,146,165
Data-train/21574.png,0_0_0,201x201,201,201,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21574.png,,,25,9,159,183
Data-train/21575.png,0_0_0,785x785,785,785,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21575.png,,,0,69,419,689
Data-train/21576.png,0_0_0,230x230,230,230,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21576.png,,,48,33,173,206
Data-train/21580.png,0_0_0,371x371,371,371,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21580.png,,,58,12,319,353
Data-train/21581.png,0_0_0,565x565,565,565,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21581.png,,,103,38,472,488
Data-train/21582.png,0_0_0,467x467,467,467,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21582.png,,,94,43,382,418
Data-train/21583.png,0_0_0,600x600,600,600,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21583.png,,,101,51,504,529
Data-train/21584.png,0_0_0,546x546,546,546,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21584.png,,,125,64,442,477
Data-train/21585.png,0_0_0,652x652,652,652,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21585.png,,,122,49,533,580
Data-train/21586.png,0_0_0,528x528,528,528,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21586.png,,,101,61,436,461
Data-train/21587.png,0_0_0,427x427,427,427,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21587.png,,,57,50,339,377
Data-train/21588.png,0_0_0,636x636,636,636,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21588.png,,,133,51,514,574
Data-train/21589.png,0_0_0,727x727,727,727,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21589.png,,,150,92,570,618
Data-train/21590.png,0_0_0,1080x1080,1080,1080,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21590.png,,,171,60,850,996
Data-train/21591.png,0_0_0,516x516,516,516,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21591.png,,,145,93,422,455
Data-train/21593.png,0_0_0,442x442,442,442,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21593.png,,,63,36,362,410
Data-train/21594.png,0_0_0,569x569,569,569,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21594.png,,,89,50,443,517
Data-train/21595.png,0_0_0,374x374,374,374,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21595.png,,,58,41,315,337
Data-train/21596.png,0_0_0,669x669,669,669,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21596.png,,,151,33,564,600
Data-train/21597.png,0_0_0,748x748,748,748,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21597.png,,,185,147,568,627
Data-train/21598.png,0_0_0,479x479,479,479,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21598.png,,,92,35,409,429
Data-train/21599.png,0_0_0,1229x1229,1229,1229,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21599.png,,,181,122,997,1087
Data-train/21600.png,0_0_0,779x779,779,779,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21600.png,,,168,93,580,644
Data-train/21601.png,0_0_0,293x293,293,293,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21601.png,,,44,22,240,258
Data-train/21602.png,0_0_0,329x329,329,329,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21602.png,,,52,17,280,294
Data-train/21603.png,0_0_0,728x728,728,728,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21603.png,,,127,54,611,662
Data-train/21604.png,0_0_0,709x709,709,709,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21604.png,,,116,63,578,661
Data-train/21605.png,0_0_0,673x673,673,673,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21605.png,,,136,47,578,608
Data-train/21606.png,0_0_0,608x608,608,608,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21606.png,,,89,13,534,548
Data-train/21607.png,0_0_0,230x230,230,230,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21607.png,,,35,14,199,213
Data-train/21608.png,0_0_0,488x488,488,488,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21608.png,,,111,61,414,433
Data-train/21609.png,0_0_0,641x641,641,641,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21609.png,,,121,46,520,563
Data-train/21610.png,0_0_0,660x660,660,660,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21610.png,,,122,96,530,598
Data-train/21611.png,0_0_0,303x303,303,303,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21611.png,,,62,21,245,259
Data-train/21612.png,0_0_0,522x522,522,522,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21612.png,,,100,55,427,448
Data-train/21613.png,0_0_0,630x630,630,630,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21613.png,,,115,49,523,559
Data-train/21615.png,0_0_0,1433x1433,1433,1433,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21615.png,,,284,329,1093,1262
Data-train/21616.png,0_0_0,586x586,586,586,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21616.png,,,87,5,495,543
Data-train/21617.png,0_0_0,248x248,248,248,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21617.png,,,60,44,218,216
Data-train/21618.png,0_0_0,497x497,497,497,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21618.png,,,89,70,403,442
Data-train/21619.png,0_0_0,1190x1190,1190,1190,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21619.png,,,163,50,965,1123
Data-train/21620.png,0_0_0,291x291,291,291,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21620.png,,,52,31,232,259
Data-train/21621.png,0_0_0,612x612,612,612,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21621.png,,,99,16,518,568
Data-train/21622.png,0_0_0,696x696,696,696,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21622.png,,,131,13,580,616
Data-train/21623.png,0_0_0,634x634,634,634,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21623.png,,,119,67,537,580
Data-train/21624.png,0_0_0,198x198,198,198,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21624.png,,,39,15,168,176
Data-train/21625.png,0_0_0,1233x1233,1233,1233,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21625.png,,,166,76,1004,1177
Data-train/21626.png,0_0_0,502x502,502,502,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21626.png,,,76,50,396,436
Data-train/21627.png,0_0_0,802x802,802,802,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21627.png,,,151,68,647,719
Data-train/21628.png,0_0_0,565x565,565,565,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21628.png,,,117,0,478,483
Data-train/21629.png,0_0_0,644x644,644,644,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21629.png,,,125,50,576,596
Data-train/21630.png,0_0_0,1241x1241,1241,1241,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21630.png,,,216,131,1054,1126
Data-train/21631.png,0_0_0,696x696,696,696,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21631.png,,,137,60,577,637
Data-train/21632.png,0_0_0,1024x1024,1024,1024,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21632.png,,,161,82,794,911
Data-train/21633.png,0_0_0,650x650,650,650,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21633.png,,,132,92,518,566
Data-train/21635.png,0_0_0,612x612,612,612,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21635.png,,,129,98,494,579
Data-train/21636.png,0_0_0,266x266,266,266,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21636.png,,,64,57,217,236
Data-train/21637.png,0_0_0,512x512,512,512,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21637.png,,,106,66,412,456
Data-train/21638.png,0_0_0,678x678,678,678,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21638.png,,,93,41,523,626
Data-train/21639.png,0_0_0,520x520,520,520,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21639.png,,,101,76,419,445
Data-train/21640.png,0_0_0,268x268,268,268,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21640.png,,,56,27,221,237
Data-train/21641.png,0_0_0,614x614,614,614,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21641.png,,,122,44,523,553
Data-train/21642.png,0_0_0,489x489,489,489,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21642.png,,,90,55,416,452
Data-train/21643.png,0_0_0,471x471,471,471,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21643.png,,,64,34,367,433
Data-train/21644.png,0_0_0,171x171,171,171,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21644.png,,,32,15,144,154
Data-train/21645.png,0_0_0,649x649,649,649,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21645.png,,,108,47,546,567
Data-train/21646.png,0_0_0,673x673,673,673,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21646.png,,,126,90,537,626
Data-train/21647.png,0_0_0,600x600,600,600,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21647.png,,,111,37,488,542
Data-train/21648.png,0_0_0,244x244,244,244,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21648.png,,,53,35,198,228
Data-train/21649.png,0_0_0,435x435,435,435,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21649.png,,,91,43,350,380
Data-train/21650.png,0_0_0,505x505,505,505,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21650.png,,,83,25,437,495
Data-train/21651.png,0_0_0,251x251,251,251,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21651.png,,,51,23,207,226
Data-train/21652.png,0_0_0,199x199,199,199,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21652.png,,,27,27,160,180
Data-train/21653.png,0_0_0,637x637,637,637,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21653.png,,,134,51,542,583
Data-train/21654.png,0_0_0,626x626,626,626,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21654.png,,,102,50,520,567
Data-train/21655.png,0_0_0,611x611,611,611,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21655.png,,,109,73,494,528
Data-train/21656.png,0_0_0,647x647,647,647,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21656.png,,,111,90,513,558
Data-train/21657.png,0_0_0,763x763,763,763,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21657.png,,,139,63,598,656
Data-train/21658.png,0_0_0,543x543,543,543,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21658.png,,,91,72,413,446
Data-train/21659.png,0_0_0,542x542,542,542,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21659.png,,,102,68,443,467
Data-train/21660.png,0_0_0,433x433,433,433,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21660.png,,,72,33,361,389
Data-train/21661.png,0_0_0,510x510,510,510,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21661.png,,,81,53,409,438
Data-train/21662.png,0_0_0,315x315,315,315,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21662.png,,,66,21,270,276
Data-train/21663.png,0_0_0,171x171,171,171,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21663.png,,,27,0,169,159
Data-train/21664.png,0_0_0,662x662,662,662,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21664.png,,,127,92,538,595
Data-train/21665.png,0_0_0,714x714,714,714,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21665.png,,,133,63,629,657
Data-train/21666.png,0_0_0,354x354,354,354,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21666.png,,,60,17,291,321
Data-train/21667.png,0_0_0,633x633,633,633,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21667.png,,,131,56,518,536
Data-train/21670.png,0_0_0,1152x1152,1152,1152,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21670.png,,,209,158,942,1010
Data-train/21671.png,0_0_0,356x356,356,356,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21671.png,,,73,32,301,325
Data-train/21672.png,0_0_0,328x328,328,328,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21672.png,,,50,29,269,300
Data-train/21673.png,0_0_0,472x472,472,472,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21673.png,,,88,54,401,444
Data-train/21674.png,0_0_0,200x200,200,200,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21674.png,,,34,14,166,184
Data-train/21675.png,0_0_0,347x347,347,347,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21675.png,,,61,25,292,303
Data-train/21677.png,0_0_0,589x589,589,589,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21677.png,,,76,37,500,530
Data-train/21678.png,0_0_0,470x470,470,470,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21678.png,,,91,43,371,417
Data-train/21679.png,0_0_0,590x590,590,590,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21679.png,,,62,25,515,565
Data-train/21680.png,0_0_0,1088x1088,1088,1088,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21680.png,,,143,91,885,1006
Data-train/21681.png,0_0_0,638x638,638,638,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21681.png,,,123,59,521,569
Data-train/21683.png,0_0_0,486x486,486,486,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21683.png,,,101,57,385,429
Data-train/21684.png,0_0_0,514x514,514,514,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21684.png,,,95,69,418,466
Data-train/21685.png,0_0_0,284x284,284,284,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21685.png,,,50,19,230,255
Data-train/21686.png,0_0_0,633x633,633,633,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21686.png,,,133,52,529,515
Data-train/21687.png,0_0_0,493x493,493,493,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21687.png,,,93,60,404,446
Data-train/21688.png,0_0_0,591x591,591,591,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21688.png,,,107,40,498,545
Data-train/21689.png,0_0_0,678x678,678,678,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21689.png,,,111,78,551,600
Data-train/21690.png,0_0_0,986x986,986,986,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21690.png,,,36,52,669,892
Data-train/21691.png,0_0_0,986x986,986,986,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21691.png,,,204,108,829,855
Data-train/21692.png,0_0_0,414x414,414,414,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21692.png,,,69,0,364,393
Data-train/21693.png,0_0_0,406x406,406,406,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21693.png,,,43,38,347,377
Data-train/21694.png,0_0_0,649x649,649,649,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21694.png,,,115,69,549,581
Data-train/21695.png,0_0_0,205x205,205,205,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21695.png,,,46,25,164,180
Data-train/21696.png,0_0_0,1068x1068,1068,1068,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21696.png,,,189,46,888,950
Data-train/21697.png,0_0_0,465x465,465,465,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21697.png,,,80,47,388,425
Data-train/21698.png,0_0_0,475x475,475,475,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21698.png,,,69,65,384,417
Data-train/21699.png,0_0_0,1080x1080,1080,1080,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21699.png,,,111,100,867,1079
Data-train/21700.png,0_0_0,490x490,490,490,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21700.png,,,102,53,395,424
Data-train/21702.png,0_0_0,644x644,644,644,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21702.png,,,118,71,533,580
Data-train/21703.png,0_0_0,700x700,700,700,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21703.png,,,141,52,565,630
Data-train/21705.png,0_0_0,166x166,166,166,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21705.png,,,29,14,129,148
Data-train/21706.png,0_0_0,618x618,618,618,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21706.png,,,107,69,497,545
Data-train/21707.png,0_0_0,195x195,195,195,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21707.png,,,42,0,157,135
Data-train/21708.png,0_0_0,816x816,816,816,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21708.png,,,117,88,635,697
Data-train/21709.png,0_0_0,480x480,480,480,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21709.png,,,73,50,377,433
Data-train/21710.png,0_0_0,720x720,720,720,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21710.png,,,149,92,589,625
Data-train/21714.png,0_0_0,753x753,753,753,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21714.png,,,171,115,595,686
Data-train/21715.png,0_0_0,293x293,293,293,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21715.png,,,50,18,240,267
Data-train/21716.png,0_0_0,714x714,714,714,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21716.png,,,134,69,582,631
Data-train/21717.png,0_0_0,368x368,368,368,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21717.png,,,70,26,305,335
Data-train/21718.png,0_0_0,214x214,214,214,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21718.png,,,46,19,179,183
Data-train/21719.png,0_0_0,654x654,654,654,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21719.png,,,112,55,538,581
Data-train/21720.png,0_0_0,470x470,470,470,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21720.png,,,83,68,374,427
Data-train/21722.png,0_0_0,651x651,651,651,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21722.png,,,143,66,516,587
Data-train/21723.png,0_0_0,620x620,620,620,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21723.png,,,68,35,493,569
Data-train/21724.png,0_0_0,698x698,698,698,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21724.png,,,129,57,570,588
Data-train/21725.png,0_0_0,311x311,311,311,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21725.png,,,60,35,236,257
Data-train/21726.png,0_0_0,307x307,307,307,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21726.png,,,58,21,260,275
Data-train/21728.png,0_0_0,395x395,395,395,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21728.png,,,101,27,328,342
Data-train/21729.png,0_0_0,343x343,343,343,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21729.png,,,66,26,284,300
Data-train/21730.png,0_0_0,597x597,597,597,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21730.png,,,117,102,466,499
Data-train/21731.png,0_0_0,386x386,386,386,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21731.png,,,77,24,320,351
Data-train/21732.png,0_0_0,559x559,559,559,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21732.png,,,102,36,465,497
Data-train/21733.png,0_0_0,350x350,350,350,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21733.png,,,53,14,295,315
Data-train/21734.png,0_0_0,1303x1303,1303,1303,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21734.png,,,236,135,1028,1138
Data-train/21736.png,0_0_0,249x249,249,249,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21736.png,,,46,25,208,221
Data-train/21737.png,0_0_0,463x463,463,463,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21737.png,,,65,36,386,432
Data-train/21738.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21738.png,,,48,21,176,192
Data-train/21739.png,0_0_0,787x787,787,787,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21739.png,,,153,87,648,685
Data-train/21740.png,0_0_0,260x260,260,260,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21740.png,,,45,22,200,225
Data-train/21741.png,0_0_0,767x767,767,767,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21741.png,,,128,50,616,685
Data-train/21742.png,0_0_0,514x514,514,514,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21742.png,,,89,41,423,467
Data-train/21743.png,0_0_0,450x450,450,450,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21743.png,,,85,24,364,411
Data-train/21744.png,0_0_0,190x190,190,190,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21744.png,,,43,18,160,171
Data-train/21745.png,0_0_0,496x496,496,496,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21745.png,,,97,51,413,459
Data-train/21746.png,0_0_0,191x191,191,191,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21746.png,,,38,10,163,173
Data-train/21747.png,0_0_0,647x647,647,647,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21747.png,,,127,20,530,545
Data-train/21748.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21748.png,,,48,28,178,191
Data-train/21749.png,0_0_0,228x228,228,228,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21749.png,,,41,14,186,204
Data-train/21750.png,0_0_0,582x582,582,582,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21750.png,,,120,53,490,564
Data-train/21751.png,0_0_0,459x459,459,459,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21751.png,,,82,49,378,396
Data-train/21752.png,0_0_0,517x517,517,517,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21752.png,,,94,36,422,454
Data-train/21753.png,0_0_0,610x610,610,610,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21753.png,,,98,68,496,557
Data-train/21755.png,0_0_0,296x296,296,296,Live Face,Live Face,Live Face,0,/workspace/data/Data-train/21755.png,,,57,12,243,261
